track_id,seed_id,particleId,nStates,nMajorityHits,nMeasurements,nOutliers,nHoles,nSharedHits,chi2,ndf,chi2/ndf,pT,eta,phi,truthMatchProbability,good/duplicate/fake,Hits_ID
3271,260541,604|0|27|0|0,27,10,10,3,0,0,23.3303,19,1.22791,1.51866,2.03762,3.09444,1,good,"[36197,122234,155311,160504,164325,169213,169228,172962,216037,216049,]"
3270,260512,328|0|62|0|0,26,14,14,0,0,0,20.3738,30,0.679127,1.86511,0.819226,2.98764,1,good,"[34592,35919,42146,60692,73513,73646,121474,134296,144090,151584,192774,192777,201531,201533,]"
3269,260377,30|0|28|0|0,22,9,9,1,0,0,13.4213,20,0.671067,1.72087,1.55117,3.12021,1,good,"[35814,42722,60985,73690,122167,134520,144407,209643,209666,]"
3268,260276,550|0|255|0|0,28,13,13,0,0,0,19.2881,27,0.714375,1.81716,1.52373,3.05629,1,good,"[36182,42257,42816,60516,73571,121544,134340,144024,157832,209594,209581,212759,212748,]"
3267,260120,366|0|78|0|0,26,12,12,0,0,0,22.1758,31,0.715348,1.10399,2.47869,3.06835,1,good,"[35056,41869,42400,80082,85710,88549,90772,158914,162705,166486,171704,174910,]"
3266,260099,206|0|195|0|0,30,13,14,0,0,0,23.0274,29,0.79405,2.17414,1.8815,3.07025,0.928571,good,"[35860,42232,42787,60527,73578,121566,134368,156810,160475,165346,213745,213758,217189,217170,]"
3265,260061,188|0|99|0|0,27,15,15,0,0,0,23.3291,31,0.752551,1.03267,0.897813,2.96965,1,good,"[34538,35851,42184,60443,73394,121493,121212,134127,133969,143794,151236,192025,192033,200877,200878,]"
3264,260008,158|0|2|0|0,27,15,15,0,0,0,35.3423,29,1.2187,1.65069,-0.103182,3.04397,1,good,"[36087,42180,42728,60654,73628,122065,134451,144175,151629,192869,192874,192736,192737,201600,201601,]"
3263,259890,497|0|22|0|0,32,1,7,10,0,0,50.5071,12,4.20893,1.06448,1.78143,2.89767,0.142857,fake,"[34835,121568,134354,165378,211680,213778,217248,]"
3262,259659,634|0|20|0|0,32,17,17,0,0,0,22.7782,34,0.669946,1.12704,1.50528,3.05781,1,good,"[36204,42824,60519,60781,73572,73711,122180,134526,144410,157852,157876,209665,209688,212806,212817,212835,212826,]"
3261,259635,353|0|140|0|0,24,10,11,0,0,0,29.7573,27,1.10212,1.67985,1.49991,3.07113,0.909091,good,"[36138,42803,60508,60772,73568,73707,122176,134524,144215,157844,209653,]"
3260,259596,187|0|5|0|0,26,12,12,0,0,0,33.1185,31,1.06834,1.76178,2.58652,3.00613,1,good,"[34742,36097,41811,82313,85694,88537,90758,158898,162688,166471,171693,174895,]"
3259,259519,80|0|53|0|0,27,12,12,0,0,0,23.1989,31,0.748351,2.14198,2.52219,3.0891,1,good,"[36078,42334,80037,82346,85738,88572,90801,158947,162729,166510,171781,174977,]"
3258,259495,97|0|32|0|0,26,11,11,0,0,0,51.0971,28,1.82489,1.65619,2.40444,3.02265,1,good,"[36230,41834,79948,82303,85683,88527,158891,162680,168006,171688,174887,]"
3257,259370,5|0|185|0|0,27,13,13,0,0,0,29.6545,34,0.872191,1.00932,2.61484,-3.11259,1,good,"[36217,42382,80024,83907,85732,88565,90793,92560,162722,166503,170310,170273,174944,]"
3256,259356,329|0|25|0|0,27,6,7,5,0,0,7.71597,15,0.514398,1.08381,2.39471,2.98257,0.857143,duplicate,"[36299,158816,162614,166397,168021,171702,174859,]"
3255,259245,606|0|27|0|0,27,12,12,0,0,0,32.2289,30,1.0743,2.10758,2.39813,3.13255,1,good,"[35075,42380,80112,85785,88618,90843,158981,162777,166549,168099,171772,174970,]"
3254,259160,371|0|25|0|0,24,11,11,0,0,0,30.355,29,1.04672,1.1565,2.69373,3.04854,1,good,"[35057,42401,80084,83952,88603,90827,92594,162764,166533,170334,174998,]"
3253,258881,451|0|8|0|0,25,11,11,0,0,0,17.2379,29,0.59441,2.55678,2.67445,-3.13538,1,good,"[36295,42403,80091,83956,88609,90830,92598,162767,166536,170340,174964,]"
3252,258673,171|0|11|0|0,22,11,11,0,0,0,19.4193,31,0.62643,1.4595,2.98723,3.06457,1,good,"[35096,80051,83926,87198,89915,92046,92573,93947,94831,170327,173825,]"
3251,258649,479|0|37|0|0,28,16,16,0,0,0,43.8813,45,0.975141,1.03761,2.87381,3.00926,1,good,"[35115,80004,80098,83962,87215,89926,90779,92549,92603,93932,93960,94823,94838,166539,170344,173836,]"
3250,258585,285|0|94|0|0,25,13,13,0,0,0,30.2158,36,0.839329,1.51996,2.88747,2.94081,1,good,"[33784,35102,79973,83869,87166,89902,90766,92537,93925,94820,166393,170205,173738,]"
3249,258553,259|0|82|0|0,22,9,11,0,0,0,26.3306,31,0.849375,1.01203,2.87701,3.02665,0.818182,good,"[35044,79969,80065,83867,83938,87165,90764,92536,93924,166468,170302,]"
3248,258514,606|0|138|0|0,23,9,10,1,0,0,35.7219,28,1.27578,1.79744,2.72589,2.95934,0.9,good,"[33799,35128,80016,83901,87184,90786,92555,93936,166409,173751,]"
3247,258477,413|0|17|0|0,24,11,11,0,0,0,28.5335,30,0.951118,1.15051,2.78656,2.94165,1,good,"[33789,35111,79992,83881,87172,90775,92545,93929,166402,170215,173745,]"
3246,258453,485|0|100|0|0,22,11,11,0,0,0,29.9264,32,0.935199,1.14634,2.91313,2.99246,1,good,"[33812,35136,80006,80100,83893,87178,89905,92550,93933,94824,170305,]"
3245,258426,57|0|17|0|0,25,13,13,0,0,0,22.4862,27,0.832822,1.49102,0.591345,3.03348,1,good,"[35822,42118,42660,60650,73510,121452,134116,143878,151343,192158,192163,201058,201062,]"
3244,258396,216|0|119|0|0,22,10,11,0,0,0,28.8845,25,1.15538,1.33415,0.921717,3.03916,0.909091,good,"[36251,42235,42792,60504,73428,121514,134139,143889,151357,192188,192194,]"
3243,258383,517|0|63|0|0,29,15,15,0,0,0,28.4324,31,0.917176,1.39308,1.58198,3.03996,1,good,"[35996,42213,42763,60513,73443,121542,134339,134167,144023,157830,161527,209593,209580,212758,212747,]"
3242,258372,209|0|62|0|0,28,16,16,0,0,0,26.8077,30,0.89359,1.55693,-0.111526,3.03861,1,good,"[36100,42670,60658,73502,121441,134271,134101,143966,143864,151331,192297,192300,192113,192119,201024,201027,]"
3241,258319,517|0|120|0|0,26,14,14,0,0,0,17.325,29,0.597413,1.26495,0.841347,3.04837,1,good,"[35999,42169,42698,60707,73521,121485,134298,134126,143882,151352,192175,192178,201071,201075,]"
3240,258144,216|0|117|0|0,26,12,13,1,0,0,26.4794,26,1.01844,1.44755,1.53034,3.03792,0.923077,good,"[36250,41780,42310,60544,73579,122185,156839,161576,209677,209634,209619,212800,212810,]"
3239,258119,461|0|52|0|0,31,16,16,0,0,0,14.215,31,0.458549,1.58735,1.7542,3.06878,1,good,"[36165,42249,42809,60533,73581,121571,134358,156762,161559,165353,211621,211606,215004,214992,217186,217175,]"
3238,258097,651|0|134|0|0,24,12,12,0,0,0,26.1079,28,0.932424,1.27897,1.16777,3.04276,1,good,"[36039,42223,42772,60727,60998,73552,122145,134510,144208,151697,206063,206074,]"
3237,257947,667|0|46|0|0,29,17,17,0,0,0,21.6988,33,0.657539,2.42485,0.515674,3.08325,1,good,"[36209,42775,60728,61001,73662,122118,121488,134301,144089,143979,151473,192468,192473,192343,192346,201259,201261,]"
3236,257932,306|0|76|0|0,26,13,13,0,0,0,22.2015,32,0.693797,1.72505,2.12589,3.09116,1,good,"[36127,42318,60547,60820,82320,82368,121606,155252,158910,164288,168018,168080,172909,]"
3235,257865,294|24|209|0|0,25,13,13,0,0,0,21.865,27,0.809814,2.27321,0.855409,3.06434,1,good,"[35901,42678,60690,60966,73656,122106,134483,144190,151647,192773,192776,201641,201644,]"
3234,257843,216|0|116|0|0,29,16,16,0,0,0,13.2839,33,0.402542,1.86719,1.05442,3.09724,1,good,"[36249,42309,60503,60768,73559,122155,121513,134317,144108,144000,151483,151427,206882,206892,206872,206868,]"
3233,257820,213|0|71|0|0,25,12,12,0,0,0,36.2756,24,1.51148,1.07698,1.40746,3.0712,1,good,"[36103,42789,60766,73694,122172,134521,144399,157866,207745,207752,210679,210671,]"
3232,257796,30|0|5|0|0,28,2,7,7,0,0,21.5232,12,1.7936,1.2713,1.74853,3.12663,0.285714,fake,"[35827,42793,134353,211613,211598,215007,214985,]"
3231,257753,436|0|112|0|0,27,12,13,0,0,0,31.0075,28,1.10741,1.5892,2.03805,3.08816,0.923077,good,"[36158,42323,60814,82379,122232,155303,160500,164316,169206,172926,172955,216031,216043,]"
3230,257687,1|1|272|0|0,28,15,15,0,0,0,17.1514,30,0.571714,1.48584,1.12464,3.11801,1,good,"[35802,42718,60956,73648,122120,121491,134302,144098,143989,151480,151423,192371,192374,206871,206867,]"
3229,257658,294|0|142|0|0,27,15,15,0,0,0,22.3198,30,0.743993,1.47235,0.303337,3.12167,1,good,"[35900,42677,60940,73634,122087,121458,134279,144075,143970,151465,151403,192310,192315,201145,201149,]"
3228,257639,334|0|171|0|0,24,7,9,2,0,0,43.7205,25,1.74882,1.17415,2.52318,3.09249,0.777778,good,"[35053,42397,80078,83947,85765,88599,90823,158962,171785,]"
3227,257622,7|0|14|0|0,24,12,12,0,0,0,20.5065,24,0.854439,2.16242,-0.484623,3.10044,1,good,"[35805,42654,60911,73773,122359,134613,144239,151710,192986,192992,201666,201668,]"
3226,257603,319|0|33|0|0,25,13,13,0,0,0,23.6981,26,0.911466,1.02983,-0.229905,3.09435,1,good,"[35912,42680,60941,73785,122072,134640,134454,144444,151766,193163,193166,201842,201843,]"
3225,257588,12|0|14|0|0,28,15,15,0,0,0,40.3831,32,1.26197,1.09577,1.45986,2.90099,1,good,"[34713,36055,42225,60277,73323,73437,121527,134331,144123,157834,157818,207734,207724,210650,210645,]"
3224,257578,259|0|41|0|0,26,2,7,6,0,0,24.53,12,2.04417,1.09797,1.78085,3.05384,0.285714,fake,"[36060,122213,156847,165392,211714,213808,213819,]"
3223,257549,57|0|15|0|0,29,17,17,0,0,0,38.3843,33,1.16316,1.55871,0.492762,2.93191,1,good,"[34505,35821,42117,60421,73387,121177,134115,133950,143779,151278,151226,192150,192154,192008,192011,200940,200945,]"
3222,257495,267|0|6|0|0,25,13,13,0,0,0,22.2719,27,0.824884,1.16463,0.113415,2.90625,1,good,"[34579,35890,42139,60429,73503,121457,134278,144074,151579,192740,192744,201495,201498,]"
3221,257435,47|0|69|0|0,27,14,14,0,0,0,23.9734,29,0.826668,1.01114,1.33418,-3.13981,1,good,"[35566,42659,60957,73649,73804,122124,121492,134316,143997,151433,205999,205985,208654,208644,]"
3220,257424,250|0|78|0|0,22,10,10,0,0,0,40.0166,24,1.66736,1.05713,2.11273,-3.13953,1,good,"[36256,42340,82357,85751,122251,155248,158902,164283,168074,172904,]"
3219,257316,606|0|132|0|0,26,14,14,0,0,0,14.5563,27,0.539123,1.00041,1.2498,3.11102,1,good,"[36198,42823,60780,73700,122164,134689,144503,144396,151815,206062,206102,206088,208721,208716,]"
3218,257285,503|0|58|0|0,27,14,14,0,0,0,22.2763,27,0.825049,1.43804,1.4862,3.12071,1,good,"[35993,42759,60775,73699,122178,134696,134525,144408,157871,207747,207754,209660,209683,210666,]"
3217,257140,472|0|94|0|0,29,16,17,0,0,0,34.3039,35,0.980112,2.83134,0.950431,2.96566,0.941176,good,"[34641,35973,42162,60451,60702,73400,73529,121482,134125,143885,151351,192359,192361,192182,192184,201080,201085,]"
3216,257107,329|0|25|0|0,26,7,9,3,0,0,38.8594,25,1.55438,1.05101,2.39572,2.98393,0.777778,good,"[34937,36278,41847,79982,82322,85706,88546,158814,171699,]"
3215,257087,436|0|111|0|0,26,12,12,0,0,0,11.1648,24,0.465199,1.00135,1.57278,2.94124,1,good,"[34627,42247,60510,73442,121554,134344,157846,161584,209635,209621,212804,212815,]"
3214,257047,338|0|56|0|0,28,15,15,0,0,0,21.3651,29,0.736729,1.0127,1.151,2.94967,1,good,"[34350,35679,42147,60693,73526,121498,134308,144103,151653,192950,192953,192795,192801,206915,206925,]"
3213,257004,372|0|25|0|0,30,17,17,0,0,0,48.9853,37,1.32393,1.11352,1.28035,2.99445,1,good,"[34609,35938,42201,60463,60719,73313,73430,121519,134151,143906,143802,151301,151250,205965,205977,208630,208640,]"
3212,256979,401|0|43|0|0,26,14,14,0,0,0,23.3253,29,0.804319,1.3974,0.666513,2.97067,1,good,"[34616,35947,42154,60698,73517,121478,134297,144086,151641,151585,192764,192769,201629,201633,]"
3211,256945,431|0|74|0|0,25,13,13,0,0,0,19.703,27,0.72974,1.10122,0.314435,3.01011,1,good,"[34816,36157,42209,60699,73518,121479,134121,143873,151280,192142,192146,200935,200938,]"
3210,256915,160|0|41|0|0,30,2,7,8,0,0,17.7062,12,1.47551,1.81685,1.8827,3.01736,0.285714,fake,"[34642,122212,121570,134369,213789,213772,217221,]"
3209,256846,687|0|58|0|0,26,12,12,0,0,0,41.9319,29,1.44593,1.09297,2.26068,3.02139,1,good,"[36048,41802,60560,82341,85731,121612,155277,158939,164238,168040,172874,176027,]"
3208,256840,57|0|35|0|0,26,13,13,0,0,0,24.0698,34,0.707936,2.14561,2.71178,3.01096,1,good,"[35021,41858,79938,80035,83841,88524,90747,92517,162678,166462,170276,173793,174885,]"
3207,256763,366|0|43|0|0,24,12,12,0,0,0,14.3415,24,0.597563,1.11474,-0.305301,3.03449,1,good,"[35933,42150,60666,73498,121444,134248,143958,151317,192265,192266,200999,201001,]"
3206,256739,497|0|29|0|0,24,12,12,0,0,0,19.2418,24,0.80174,1.07794,0.29922,3.03807,1,good,"[35990,42165,60703,73519,121465,134112,143874,151276,192143,192147,200927,200932,]"
3205,256529,287|0|38|0|0,27,15,15,0,0,0,22.8945,32,0.715453,2.42966,0.594955,3.03605,1,good,"[36122,42196,42743,60688,73654,122105,121472,134482,134295,144185,144085,151639,192756,192760,201518,]"
3204,256444,294|0|93|0|0,23,12,12,0,0,0,21.8737,27,0.810138,1.21992,0.966659,3.0714,1,good,"[35898,42142,42676,60689,73655,121496,134304,134130,143984,151354,192181,192195,]"
3203,256398,562|0|121|0|0,28,14,14,0,0,0,28.1241,35,0.803546,2.48616,2.28395,3.05426,1,good,"[36186,41797,42325,60558,60823,82384,85780,155306,158978,162772,164297,168096,171768,176090,]"
3202,256180,64|0|11|0|0,26,12,13,0,0,0,21.4572,33,0.650219,2.29849,-2.24276,2.96541,0.923077,good,"[34054,35363,41911,60251,60475,14605,10442,114717,110845,108486,104482,101625,97825,]"
3201,256168,73|0|196|0|0,25,12,12,0,0,0,15.6142,26,0.600546,1.33885,-1.20891,3.09854,1,good,"[35827,42661,60634,60914,73617,121667,134403,144034,151431,192271,188395,188405,]"
3200,255939,358|0|112|0|0,24,12,12,0,0,0,13.2958,24,0.55399,1.01181,-1.01421,2.93684,1,good,"[41961,60361,60600,73472,121654,134394,144139,151657,192720,192724,188457,188455,]"
3199,255875,129|0|83|0|0,27,3,7,6,0,0,42.72,12,3.56,1.87738,-2.06893,3.05465,0.428571,fake,"[35492,122063,114789,112523,177078,177095,177111,]"
3198,255853,54|11|172|0|0,27,8,9,4,0,0,9.01445,15,0.600963,1.3145,-1.36096,3.12607,0.888889,good,"[35646,122301,134380,144119,144011,185666,185674,184717,184727,]"
3197,255829,253|0|54|0|0,30,2,7,8,0,0,59.9073,11,5.44612,1.37045,-1.85296,3.02232,0.285714,fake,"[36019,121631,134093,181518,181505,178236,178227,]"
3196,255651,358|0|36|0|0,23,11,11,0,0,0,16.3866,22,0.744848,1.1334,0.346175,3.0371,1,good,"[35684,42079,60640,73497,121443,134110,143870,192132,192138,200926,200931,]"
3195,255541,651|0|150|0|0,29,15,15,0,0,0,20.9695,27,0.776647,1.15531,-1.74952,-3.1117,1,good,"[42515,60841,73674,122272,134448,134252,116412,113628,109743,181587,181571,180525,180532,178246,178252,]"
3194,255419,701|0|17|0|0,29,16,16,0,0,0,13.2707,32,0.414711,1.22724,-1.08434,3.06736,1,good,"[35798,42584,60631,73482,73615,121686,134412,134226,144039,143934,151367,192098,192104,188402,188412,188386,]"
3193,255360,392|0|25|0|0,28,13,13,0,0,0,29.9658,30,0.998861,1.14512,-2.0952,3.08007,1,good,"[35480,41930,42475,60482,14628,121429,114740,110866,108479,105730,101676,101636,177038,]"
3192,255305,53|0|150|0|0,28,15,15,0,0,0,29.5316,32,0.922862,1.51152,-1.36172,2.91214,1,good,"[34052,35362,41940,60330,73332,73455,121637,134379,144064,143961,117403,185704,185713,184753,184758,]"
3191,255209,53|0|146|0|0,25,13,13,0,0,0,13.8555,27,0.513166,1.9102,-0.834665,2.92536,1,good,"[34251,35571,41988,60371,73479,121665,134413,144040,151496,192510,192520,201306,201308,]"
3190,255188,555|50|226|0|0,22,10,11,0,0,0,28.2385,26,1.0861,1.52222,-0.673419,2.96808,0.909091,good,"[35753,42101,60391,73364,73493,121702,121401,134240,143952,151314,192234,]"
3189,254437,368|0|75|0|0,24,12,12,0,0,0,37.3211,32,1.16628,1.27727,-2.72702,2.97763,1,good,"[33886,35210,41746,12193,8604,6972,4107,1952,106755,102748,98880,95485,]"
3188,254411,503|0|43|0|0,22,10,10,0,0,0,19.4975,27,0.72213,1.16118,-2.86533,3.05357,1,good,"[35227,12302,8693,5721,4176,2016,777,102918,99024,95581,]"
3187,254122,465|0|116|0|0,24,12,12,0,0,0,25.9544,33,0.786496,1.01598,-2.72064,2.99754,1,good,"[35167,12301,12207,8692,5720,4118,1961,776,742,102917,99023,95580,]"
3186,254053,64|0|69|0|0,24,12,12,0,0,0,21.4019,33,0.648541,1.29961,-2.91143,2.91273,1,good,"[33850,35181,12143,8565,5639,4077,1927,716,123,102835,98959,95536,]"
3185,254023,414|0|100|0|0,25,11,13,0,0,0,35.7198,37,0.9654,1.00927,-2.92603,3.03512,0.846154,good,"[35007,12293,12198,8686,8607,5716,5670,3240,1954,737,134,98988,95556,]"
3184,253951,579|0|66|0|0,27,16,16,0,0,0,36.0961,46,0.784697,2.32515,-2.99136,3.02516,1,good,"[35010,12308,12225,8698,8631,5726,5687,3266,3249,1488,1487,1969,748,141,98987,95554,]"
3183,253903,73|0|8|0|0,24,12,12,0,0,0,31.0602,33,0.941218,1.06526,-2.95342,2.9585,1,good,"[33930,35259,12144,8566,5640,4078,1928,717,124,102836,98960,95537,]"
3182,253771,452|0|64|0|0,19,8,9,0,0,0,12.6805,26,0.48771,1.13298,-2.86777,2.96541,0.888889,good,"[33892,35222,12203,8612,5673,4115,1958,739,102751,]"
3181,253690,457|0|89|0|0,27,15,15,0,0,0,28.5993,29,0.986182,3.71013,-0.806441,3.02512,1,good,"[35718,42092,42628,60625,73492,121698,134420,144048,151443,192381,192386,201272,201276,201171,201177,]"
3180,253605,134|0|69|0|0,22,11,11,0,0,0,14.2981,25,0.571925,1.35268,1.06773,3.01908,1,good,"[35386,42053,42594,60652,73644,122101,134478,144196,151649,192932,192936,]"
3179,253599,282|0|1|0|0,28,15,15,0,0,0,20.5114,31,0.661658,1.78208,-1.04825,3.02341,1,good,"[35656,42010,42543,60598,73597,122325,121675,134584,134406,144221,151656,192719,192723,188440,188448,]"
3178,253491,140|0|20|0|0,22,11,11,0,0,0,18.939,25,0.757562,1.0673,-0.930163,3.03096,1,good,"[35388,41997,42531,60592,73594,122320,134581,144220,151702,192861,192865,]"
3177,253401,329|0|13|0|0,27,14,14,0,0,0,26.4545,29,0.912223,3.22803,-1.05709,3.06942,1,good,"[35676,42074,42618,60619,73607,121679,134408,144138,144037,151494,192436,192442,192284,188434,]"
3176,253335,367|0|41|0|0,23,9,11,0,0,0,16.2158,25,0.648634,1.48445,-1.64807,3.05309,0.818182,good,"[35465,42473,60569,60837,73534,122283,134446,116431,113634,181639,181623,]"
3175,253197,129|0|117|0|0,26,14,14,0,0,0,40.6114,29,1.40039,1.516,-0.497097,3.10109,1,good,"[35599,42592,60635,60915,73619,122363,121709,134425,144050,151447,192410,192413,201208,201213,]"
3174,253128,253|0|98|0|0,25,11,11,0,0,0,10.2862,28,0.367364,1.07913,-2.45645,3.12182,1,good,"[35197,42269,12269,10512,7011,4156,110853,106847,102850,100494,96618,]"
3173,253114,418|0|49|0|0,30,13,15,0,0,0,14.9082,28,0.532434,1.08018,-1.80717,3.08452,0.866667,good,"[35488,42506,60839,73672,122270,134440,116435,112570,109780,181638,181622,179382,179369,178316,178329,]"
3172,253035,294|0|25|0|0,26,13,13,0,0,0,34.0407,26,1.30926,1.26378,-1.05285,3.13261,1,good,"[35662,42545,60867,73598,122326,121676,134407,144036,151432,192276,192282,188396,188406,]"
3171,253030,535|0|156|0|0,25,13,13,0,0,0,14.2554,26,0.548285,1.90688,-0.487228,3.10467,1,good,"[35741,42641,60927,73769,122375,134611,144441,144241,151714,192976,192984,201731,201732,]"
3170,253012,634|0|172|0|0,24,11,11,0,0,0,25.8932,26,0.995891,1.44802,-2.29684,3.13174,1,good,"[35537,42438,14682,10538,114792,110876,110923,106866,104559,100507,97880,]"
3169,252938,24|0|40|0|0,25,6,7,5,0,0,44.2107,15,2.94738,1.00911,-2.2038,3.06572,0.857143,good,"[35195,114761,110883,106875,104567,100515,97904,]"
3168,252926,43|0|147|0|0,25,11,11,0,0,0,29.4449,27,1.09055,1.0234,-2.22029,2.94874,1,good,"[33924,35256,41881,14602,10439,114633,110758,108426,104452,101623,97809,]"
3167,252916,618|0|18|0|0,28,13,14,0,0,0,28.9105,29,0.996915,1.14777,-1.51895,2.90996,0.928571,good,"[34450,35776,42035,60347,73462,121645,134378,144061,117414,117430,183714,183723,182737,182746,]"
3166,252851,329|0|11|0|0,26,14,14,0,0,0,25.2966,29,0.872295,2.23443,-0.728478,2.94176,1,good,"[34593,35921,42073,60408,73359,121692,121395,134238,143949,151308,192227,192232,201089,201094,]"
3165,252766,67|0|17|0|0,23,10,11,0,0,0,13.3449,23,0.580214,1.35233,0.0709834,-3.13393,0.909091,good,"[35577,42588,60913,73775,122064,134268,144068,151461,192296,192299,201132,]"
3164,252729,405|0|92|0|0,24,11,12,0,0,0,33.2627,24,1.38595,1.32914,-0.672146,-3.12868,0.916667,good,"[35703,42557,60900,73757,122349,134417,144152,151503,192393,192398,201187,201195,]"
3163,252724,334|0|119|0|0,26,6,8,4,0,0,11.208,22,0.509454,2.09046,-2.57518,-3.1334,0.75,good,"[35301,42286,12276,10519,7013,4160,110885,96702,]"
3162,252710,334|0|119|0|0,26,6,7,5,0,0,36.323,15,2.42154,1.92547,-2.52709,-3.10515,0.857143,duplicate,"[35318,110902,106898,102901,99011,100499,96689,]"
3161,252707,602|0|32|0|0,27,5,7,6,0,0,19.6861,16,1.23038,1.43246,-2.74725,3.11125,0.714286,duplicate,"[35252,42278,106918,102921,99074,99028,96733,]"
3160,252670,73|0|68|0|0,26,13,13,0,0,0,15.3169,29,0.528169,1.62519,-2.01455,2.96318,1,good,"[34509,35581,41989,60318,73291,121589,121294,114637,112471,108461,105675,176997,176984,]"
3159,252555,338|0|21|0|0,26,12,12,0,0,0,21.4889,29,0.740998,1.06231,-2.15867,2.9848,1,good,"[33982,35303,41899,14620,10463,114648,110769,108475,104462,104488,101633,97828,]"
3158,252552,413|0|3|0|0,27,14,14,0,0,0,25.6824,30,0.856079,1.71925,-1.39839,2.98218,1,good,"[34384,35704,42025,60363,60603,73461,121657,134204,143915,117385,185671,185679,184713,184705,]"
3157,252537,479|0|64|0|0,25,10,11,1,0,0,13.0046,22,0.591119,1.66048,-1.60459,2.95907,0.909091,good,"[35501,41970,60584,73413,121628,134363,113638,183712,183720,182734,182743,]"
3156,252512,431|0|24|0|0,25,9,10,3,0,0,33.7891,29,1.16514,1.2058,-2.73822,2.99519,0.9,good,"[33995,35319,41749,12200,8609,10474,6978,4113,1956,98871,]"
3155,252472,306|0|35|0|0,24,12,12,0,0,0,24.9186,29,0.859263,1.09513,-2.11745,2.96434,1,good,"[33973,35294,41895,14617,10459,121424,114732,110856,110897,108521,104549,101698,]"
3154,252393,667|0|50|0|0,27,14,14,0,0,0,20.1405,30,0.67135,1.55014,-1.34461,2.97815,1,good,"[34699,36044,42108,60630,73481,73614,134402,144135,151626,151577,187556,187567,186727,186737,]"
3153,252370,448|0|19|0|0,26,13,13,0,0,0,13.8671,27,0.513597,2.97359,-1.13211,2.98765,1,good,"[34633,35963,42089,60624,73480,121682,134410,144140,151600,192428,192432,188441,188449,]"
3152,252321,34|0|101|0|0,26,12,12,0,0,0,13.6077,24,0.566986,1.31761,-1.50748,3.02223,1,good,"[35357,41939,60562,73401,121622,134180,117377,113585,183653,183667,182692,182683,]"
3151,252213,328|0|122|0|0,25,13,13,0,0,0,13.5989,26,0.523036,1.12429,-0.535992,3.03474,1,good,"[35675,42072,60618,73488,121691,134237,143948,151380,151313,192246,192238,200984,200987,]"
3150,252207,8|0|211|0|0,26,14,14,0,0,0,17.4433,26,0.670894,2.78807,-1.37403,3.02478,1,good,"[35807,42043,60609,73478,121663,134390,144009,151388,187500,187513,187539,187528,186681,186689,]"
3149,252009,441|0|127|0|0,25,12,12,1,0,0,25.0124,26,0.962014,1.74508,0.751335,3.03534,1,good,"[35712,42088,42626,60672,73637,122093,134475,144188,151642,192770,201631,201635,]"
3148,251697,11|0|3|0|0,30,2,7,7,0,0,37.6361,12,3.13635,1.0271,1.86312,2.87227,0.285714,fake,"[34531,121275,133843,160365,213675,213663,217107,]"
3147,251422,589|0|3|0|0,29,15,15,0,0,0,24.3723,28,0.870438,1.17375,1.70087,2.77061,1,good,"[34865,41727,60084,73094,120957,133825,156721,161507,165273,211499,211512,211561,211547,214922,214935,]"
