track_id,seed_id,particleId,nStates,nMajorityHits,nMeasurements,nOutliers,nHoles,nSharedHits,chi2,ndf,chi2/ndf,pT,eta,phi,truthMatchProbability,good/duplicate/fake,Hits_ID
3065,250654,669|0|12|0|0,21,11,11,0,0,0,12.0774,23,0.525104,1.51309,1.04108,3.01463,1,good,"[40695,58073,70588,117205,116590,129184,129010,138400,145500,185468,185475,]"
3064,250553,18|0|17|0|0,31,4,8,10,0,0,31.47,13,2.42077,1.05349,1.47071,3.07193,0.5,good,"[34107,58079,129033,199495,202440,202452,202471,202464,]"
3063,250437,26|0|44|0|0,28,15,15,0,0,0,34.1656,29,1.17813,1.72297,1.28465,3.07118,1,good,"[34330,40171,40699,58076,70476,116622,129019,138203,145274,197858,197871,197845,197831,200500,200489,]"
3062,250352,307|0|19|0|0,25,10,11,1,0,0,61.5734,28,2.19905,1.2163,2.25354,3.09035,0.909091,good,"[40352,57921,78888,78927,82244,82284,148970,152578,161834,166748,169889,]"
3061,250294,489|0|59|0|0,23,10,11,0,0,0,31.0561,23,1.35026,1.32381,1.14172,3.03935,0.909091,good,"[40213,40739,58066,70474,117223,129180,138409,145556,185612,198771,198775,]"
3060,250059,74|0|116|0|0,26,14,14,0,0,0,28.7324,30,0.957745,1.05625,-0.0746051,3.05367,1,good,"[34108,40649,58041,58272,70561,70689,117165,129135,138575,145586,185540,185544,193839,193840,]"
3059,249277,182|0|236|0|0,24,12,12,0,0,0,37.0254,33,1.12198,1.18793,2.8428,2.89766,1,good,"[32124,33450,76590,80454,83709,86457,89118,90517,91359,160282,164114,167647,]"
3058,249221,605|0|164|0|0,24,11,11,0,0,0,33.6175,30,1.12058,1.36902,2.81183,2.96692,1,good,"[32118,33446,76641,80487,83730,87327,89143,90529,160308,164138,167660,]"
3057,249187,116|0|24|0|0,28,16,16,0,0,0,33.5478,45,0.745507,1.44243,2.86492,3.08548,1,good,"[33426,76667,80507,83746,86473,87293,87337,89113,89157,90514,90539,91358,91368,160277,164108,167646,]"
3056,249156,169|66|268|0|0,25,13,13,0,0,0,44.9052,35,1.28301,1.07118,2.72144,2.96719,1,good,"[32034,33362,76587,80453,83708,85020,87298,89116,90515,156302,160209,164046,167595,]"
3055,249007,214|0|86|0|0,22,10,10,0,0,0,24.9913,28,0.892546,1.11926,2.88377,3.11859,1,good,"[33451,76676,80514,83753,86476,89163,90546,91372,164117,167649,]"
3054,248844,557|0|20|0|0,27,14,14,0,0,0,37.6739,29,1.2991,1.45433,1.37631,3.02241,1,good,"[34276,40221,40745,58093,70481,117244,116637,129206,129029,138420,199551,199536,202525,202536,]"
3053,248772,694|0|62|0|0,27,15,15,0,0,0,21.9178,29,0.755786,3.63748,0.218821,3.05031,1,good,"[34318,40168,40697,58074,70578,116572,128983,138182,145321,185147,185150,184982,184989,193324,193329,]"
3052,248763,307|0|91|0|0,28,15,15,0,0,0,31.3069,31,1.0099,2.57362,1.4932,3.03555,1,good,"[33953,40137,40670,58084,70471,117236,116629,129204,129026,138322,151557,199546,199531,202508,202496,]"
3051,248611,519|0|42|0|0,27,11,12,1,0,0,25.8221,25,1.03288,1.31257,1.59484,3.07993,0.916667,good,"[34260,40215,40740,57876,70491,116653,129042,151545,201411,201393,204537,204527,]"
3050,248588,162|0|113|0|0,31,2,7,10,0,0,32.905,10,3.2905,1.73085,2.0134,3.0692,0.285714,fake,"[34080,116683,205533,205517,205500,207735,207721,]"
3049,248557,130|0|49|0|0,26,13,13,0,0,0,9.86914,27,0.365524,1.62674,1.03403,3.05654,1,good,"[34135,40656,58055,58287,70581,117212,129173,138404,145552,185601,185605,198769,198773,]"
3048,248479,519|0|44|0|0,24,12,12,0,0,0,18.5288,24,0.772031,1.0911,0.851481,3.09797,1,good,"[34261,40686,58067,70574,116584,128994,138191,145192,184843,184849,193191,193195,]"
3047,248413,569|0|46|0|0,21,10,10,0,0,0,16.8603,22,0.766379,1.19423,1.01162,3.07398,1,good,"[34279,40690,58304,70715,117224,129182,138602,145609,185603,185606,]"
3046,248407,530|0|3|0|0,26,14,14,0,0,0,20.3727,27,0.754543,1.25942,0.532483,3.10748,1,good,"[34267,40688,58068,58303,70575,116570,128989,138185,184999,185003,193251,193253,193176,193179,]"
3045,248329,476|0|17|0|0,21,10,10,0,0,0,14.4582,22,0.657191,1.18995,1.17332,3.08962,1,good,"[34442,40738,58322,70605,117241,129192,138613,145619,197906,197916,]"
3044,248311,233|0|67|0|0,24,12,12,0,0,0,25.3859,24,1.05774,1.51315,0.952843,3.09401,1,good,"[33929,40666,58292,70707,117195,129163,138597,145548,185591,185597,193784,193787,]"
3043,248298,450|0|8|0|0,27,12,12,0,0,0,18.7685,27,0.695128,1.19594,2.09107,3.12602,1,good,"[34430,40356,58173,78936,117323,116718,148981,152608,158076,163025,166753,207726,]"
3042,248292,296|0|71|0|0,24,12,12,0,0,0,37.4106,25,1.49642,1.13379,0.90432,3.09464,1,good,"[33945,40668,58294,70700,117196,129362,129164,138591,145599,185719,185723,193883,]"
3041,248274,530|0|2|0|0,27,13,13,0,0,0,33.6801,27,1.24741,1.68925,1.57836,3.1264,1,good,"[34457,40790,58135,70492,70629,117284,129043,151546,155302,201428,201444,204550,204559,]"
3040,248187,387|0|22|0|0,29,17,17,0,0,0,26.507,33,0.803244,1.4854,0.441771,2.93977,1,good,"[32958,34222,40146,57775,70301,116225,128787,128596,137968,145126,145077,184811,184814,184661,184664,193049,193050,]"
3039,248078,8|0|220|0|0,27,13,13,0,0,0,21.2229,26,0.816264,1.17333,1.57209,3.11199,1,good,"[34088,40698,58123,70620,117252,129400,129223,151567,155323,201464,201472,204595,204588,]"
3038,248040,325|0|9|0|0,22,11,11,0,0,0,22.3804,24,0.932516,1.86787,1.00901,-3.14131,1,good,"[34201,40674,58296,70709,117219,129177,129002,138294,145330,185189,185194,]"
3037,247971,496|0|103|0|0,29,15,15,0,0,0,45.9241,32,1.43513,2.30743,1.52276,2.93452,1,good,"[33314,34572,39779,57624,57893,70376,116663,129041,128861,151544,155299,201427,201443,204549,204558,]"
3036,247908,345|0|110|0|0,27,15,15,0,0,0,23.8748,32,0.746087,1.13235,-0.502196,2.9365,1,good,"[32941,34208,40140,57773,58044,70427,116822,129113,138361,145524,145467,185503,185507,193713,193715,]"
3035,247863,496|0|210|0|0,28,15,15,0,0,0,23.5295,32,0.735297,1.22017,1.22748,2.97882,1,good,"[34450,40282,57604,57875,70219,70362,116636,116296,128842,138005,145149,197813,197826,200472,200484,]"
3034,247857,373|0|3|0|0,27,14,14,0,0,0,26.2767,35,0.750763,2.59516,2.14234,2.95622,1,good,"[33293,34555,39803,57651,57922,78893,82251,116717,148976,152603,158070,161899,166750,169890,]"
3033,247783,52|0|76|0|0,26,12,12,1,0,0,22.2808,28,0.795741,1.15699,1.32842,2.99219,1,good,"[34104,40174,57816,58078,70198,70344,116623,128831,138106,137997,200465,200476,]"
3032,247753,542|0|191|0|0,25,13,13,0,0,0,35.2662,27,1.30616,1.16403,-0.36575,2.96123,1,good,"[33013,34273,40155,58030,70429,116827,129117,138364,145526,185505,185509,193720,193724,]"
3031,247721,8|0|182|0|0,26,13,13,0,0,0,27.3148,32,0.853586,1.01813,2.2081,2.96424,1,good,"[33068,34325,39754,57917,78862,82225,148946,152617,152572,158052,161883,166764,169903,]"
3030,247586,369|0|11|0|0,25,12,12,0,0,0,22.109,29,0.76238,1.00686,2.33423,3.02406,1,good,"[34553,39801,78892,82250,85034,148975,152602,156316,156403,161837,165501,169848,]"
3029,247573,307|106|372|0|0,30,15,15,0,0,0,40.7239,28,1.45443,1.93391,1.82478,3.01757,1,good,"[34195,40194,57868,70367,116662,128870,150499,154140,159121,203388,203372,205510,205494,208955,208950,]"
3028,247557,456|0|4|0|0,27,15,15,0,0,0,46.3108,31,1.4939,1.04327,-0.373136,2.98692,1,good,"[33177,34435,40151,58046,70566,117174,116554,129143,129115,138479,145575,185644,185649,193811,193815,]"
3027,247362,530|0|13|0|0,28,15,16,0,0,0,46.0039,33,1.39406,2.26273,0.837649,3.02791,0.9375,good,"[34268,40217,40742,58069,70587,117201,116586,129168,128995,138393,138292,145495,185455,185456,193596,193601,]"
3026,247334,321|0|75|0|0,29,2,7,7,0,0,28.8739,11,2.6249,1.09475,1.85544,3.07029,0.285714,fake,"[34014,116660,154141,205511,205495,208929,208941,]"
3025,247248,463|0|85|0|0,28,16,16,0,0,0,19.2654,31,0.621465,2.64918,0.25003,3.05962,1,good,"[34020,40152,40684,58047,70567,116555,128980,138175,145318,145236,184980,184987,193316,193319,193245,193248,]"
3024,247239,460|0|13|0|0,24,12,12,0,0,0,26.4895,32,0.827797,1.04855,2.72016,3.03165,1,good,"[33395,39852,40427,76713,80544,85085,87367,89185,156447,160341,164167,167681,]"
3023,247177,134|0|15|0|0,26,12,12,0,0,0,17.1616,29,0.591781,1.02721,2.25345,3.08124,1,good,"[34360,39794,40380,78871,82235,148958,152587,156391,157993,161819,165488,169839,]"
3022,247135,463|0|5|0|0,27,14,14,0,0,0,25.8815,36,0.718931,2.1565,2.20667,3.07358,1,good,"[34437,39777,40389,57924,78898,78938,82256,82291,148983,152611,158079,161904,166755,169892,]"
3021,247112,104|0|48|0|0,17,8,8,0,0,0,12.9783,24,0.540762,1.1611,2.95799,3.06393,1,good,"[33358,76664,80504,83744,86471,89111,90513,91357,]"
3020,246697,641|0|51|0|0,28,16,16,0,0,0,31.0457,31,1.00147,1.09823,-0.326335,3.00704,1,good,"[32772,34068,40096,58035,70420,116832,128956,138156,138049,145169,184915,184923,184758,184762,193118,193125,]"
3019,246676,215|0|22|0|0,23,8,9,3,0,0,13.789,15,0.919267,1.52947,-0.151774,3.0749,0.888889,good,"[40573,117446,129314,138475,145574,185643,185648,193818,193821,]"
3018,246646,292|0|38|0|0,25,6,8,3,0,0,36.5395,15,2.43596,1.00528,-1.94448,3.02978,0.75,good,"[33624,116542,110037,107941,104213,101527,170797,170782,]"
3017,246626,113|71|318|0|0,29,14,14,0,0,0,11.9217,29,0.411092,1.74264,-1.83961,3.00517,1,good,"[32260,33583,39861,57844,13753,116700,110123,107937,105311,101522,172870,172882,171967,171974,]"
3016,246553,119|0|55|0|0,27,12,12,0,0,0,18.5256,26,0.712521,1.03839,-1.9656,3.07567,1,good,"[33584,40435,58101,13796,117159,110158,108012,104298,101601,97815,170902,170879,]"
3015,246485,635|0|84|0|0,26,14,14,0,0,0,20.0293,29,0.690666,3.6185,-0.951208,2.98545,1,good,"[33045,34295,40093,58034,70419,116805,129094,138346,138234,145357,185203,185208,193379,193383,]"
3014,246326,103|0|56|0|0,26,12,12,1,0,0,21.2242,24,0.884343,1.09952,-1.51603,3.04304,1,good,"[39973,40526,57952,70379,116744,128886,138053,112604,176956,176944,176023,176009,]"
3013,246258,418|0|35|0|0,24,13,13,0,0,0,9.68227,30,0.322742,1.2859,-1.01344,2.98817,1,good,"[32691,33998,40070,58006,70404,70530,116779,129081,138454,138345,145515,185415,185419,]"
3012,246249,603|0|44|0|0,24,12,12,0,0,0,9.96853,24,0.415355,2.68944,-1.1748,3.00234,1,good,"[39958,57961,70389,70512,116770,129070,138328,145428,180554,180567,179714,179720,]"
3011,246205,688|0|133|0|0,23,12,12,0,0,0,11.3199,23,0.492168,2.98532,-0.0869195,-3.13168,1,good,"[40637,58267,70679,117460,129325,138486,138370,145476,185259,185266,193470,193476,]"
3010,246163,345|0|109|0|0,24,12,13,0,0,0,33.5207,26,1.28926,1.23806,-0.856784,3.05023,0.923077,good,"[40139,40676,58027,70417,116798,129101,128929,138136,145216,184879,184881,193198,193201,]"
3009,246059,94|0|165|0|0,30,15,15,0,0,0,25.3587,31,0.818022,1.86101,-1.54835,2.93584,1,good,"[32581,33885,39971,57667,70238,116743,116431,128885,138052,137945,112602,176955,176943,176022,176008,]"
3008,246057,1|0|41|0|0,20,8,8,0,0,0,8.75356,17,0.514915,1.06632,-1.34006,2.95,1,good,"[39967,57685,70245,116443,128711,138014,179686,179682,]"
3007,245993,603|0|204|0|0,27,15,15,0,0,0,21.0236,29,0.724952,1.23949,0.145511,3.07341,1,good,"[33824,40023,40568,58012,70547,116830,128972,138172,145174,184948,184951,184788,184792,193141,193143,]"
3006,245898,530|0|6|0|0,25,12,13,0,0,0,11.9665,27,0.443206,1.63102,-0.871053,3.03224,0.923077,good,"[34034,40083,40619,58010,70531,117432,129297,138462,145519,185484,185486,193652,193653,]"
3005,245777,436|0|61|0|0,26,14,14,0,0,0,25.4645,30,0.848816,1.31979,-0.399633,2.92345,1,good,"[32472,33781,40009,57722,58007,70418,116799,129102,138354,145468,185500,185502,193624,193628,]"
3004,245687,254|0|174|0|0,27,14,15,0,0,0,39.6875,29,1.36853,3.19221,-0.799825,2.96774,0.933333,good,"[33933,40059,57743,58000,70416,116794,128926,138135,145215,185066,185070,193273,193277,193197,193200,]"
3003,245674,21|0|240|0|0,31,2,7,10,0,0,40.6812,11,3.69829,1.00537,-1.62787,2.98977,0.285714,fake,"[32810,116755,116441,176963,176952,176020,176006,]"
3002,244882,558|48|214|0|0,24,11,11,0,0,0,17.2237,29,0.59392,1.7131,-2.84213,3.12525,1,good,"[33556,11576,8144,5345,3934,1899,732,98934,95260,92034,92052,]"
3001,244759,178|0|38|0|0,23,11,11,0,0,0,40.2536,31,1.2985,1.02492,-2.95288,3.06314,1,good,"[33507,11524,8108,5321,3050,3853,1840,694,101,95216,92018,]"
3000,244542,635|0|85|0|0,22,11,11,0,0,0,12.5714,25,0.502855,5.42876,-1.00887,3.05645,1,good,"[34296,40094,40631,58014,70535,116806,129095,138347,145353,185204,185209,]"
2999,244536,658|0|22|0|0,26,14,14,0,0,0,15.1299,29,0.52172,2.79129,-0.391284,3.06237,1,good,"[34309,40097,40633,58037,70558,116834,129120,138253,145374,145297,185095,185104,193364,193366,]"
2998,244472,94|0|171|0|0,23,11,12,0,0,0,42.3787,30,1.41262,1.02115,-1.39971,3.04613,0.916667,good,"[33886,39972,40524,57965,58212,70504,70640,117387,129259,138572,112672,178866,]"
2997,244460,259|0|48|0|0,26,12,12,0,0,0,14.9035,29,0.513914,1.03252,-2.26461,3.04872,1,good,"[33935,40455,57849,58104,13805,117148,110168,106494,104301,100487,97796,94264,]"
2996,244423,657|0|57|0|0,27,14,14,0,0,0,6.51147,26,0.250441,1.11911,-1.02858,3.09409,1,good,"[33675,40508,57963,70514,116773,129077,138221,145172,184934,184936,184776,184778,181391,181398,]"
2995,244248,603|0|205|0|0,25,13,13,0,0,0,8.69016,26,0.334237,1.45851,0.312423,3.08363,1,good,"[33825,40569,58264,70686,117175,129144,138580,138382,145541,185551,185555,193750,193754,]"
2994,244183,331|0|15|0|0,27,15,15,0,0,0,24.2361,31,0.781809,2.85241,0.366834,3.11589,1,good,"[33967,40606,58278,70564,70692,117183,129149,128977,138276,145437,145320,185153,185156,193322,193327,]"
2993,244164,95|0|155|0|0,24,12,12,0,0,0,19.0828,24,0.795116,1.53141,-0.379903,3.0962,1,good,"[33889,40588,58250,70668,117443,129311,138648,145572,185638,185640,193803,193806,]"
2992,244159,447|0|14|0|0,24,12,12,0,0,0,17.1982,24,0.716592,2.22828,-0.0994324,3.10229,1,good,"[34010,40614,58258,70684,117452,129318,138478,145579,185654,185660,193737,193739,]"
2991,244141,442|0|51|0|0,25,12,12,0,0,0,19.5347,24,0.813947,1.26119,-1.5622,3.096,1,good,"[33641,40463,58188,70591,117369,129241,111716,109084,177044,177035,176101,176090,]"
2990,244100,113|0|76|0|0,23,12,12,0,0,0,13.7489,27,0.50922,1.03724,-0.905125,2.93917,1,good,"[32380,33710,39925,57668,70247,116444,128729,138030,145097,145043,184623,184628,]"
2989,244050,592|0|33|0|0,25,11,12,0,0,0,24.1123,24,1.00468,2.12191,-1.34964,3.10926,0.916667,good,"[34048,40565,58223,70654,117402,129267,138625,138432,178872,178862,179732,179727,]"
2988,244014,605|0|47|0|0,26,13,14,0,0,0,29.7489,30,0.99163,1.50191,-0.496527,2.91196,0.928571,good,"[33036,34287,40089,57758,70294,70431,116831,129119,138252,145368,185232,185235,193625,193630,]"
2987,243966,104|0|152|0|0,24,11,12,0,0,0,25.6708,26,0.987337,1.31472,-0.190256,2.9129,0.916667,good,"[32589,33896,40045,57736,70426,116813,129109,138366,145473,185512,185518,193633,]"
2986,243950,445|0|25|0|0,28,13,13,0,0,0,21.2464,27,0.786904,1.40898,-1.55134,-3.13942,1,good,"[34007,40558,58221,70510,70647,117381,129060,138260,112647,177000,176992,176035,176042,]"
2985,243883,447|0|150|0|0,27,15,15,0,0,0,47.7147,30,1.59049,1.51587,-0.00885875,2.94949,1,good,"[32703,34012,40075,57750,70290,116552,116202,128781,137956,145118,184786,184790,184634,193027,193030,]"
2984,243876,82|0|66|0|0,25,13,13,0,0,0,18.0701,25,0.722803,3.96962,-0.252173,3.1271,1,good,"[33879,40585,58248,70681,117442,129310,138473,145571,185646,185511,185517,193718,193722,]"
2983,243792,635|0|19|0|0,25,13,13,0,0,0,17.24,26,0.663079,1.40397,-0.930806,-3.12927,1,good,"[34294,40630,58265,70676,117435,129298,129093,138353,145356,185045,185046,193231,193233,]"
2982,243789,122|0|164|0|0,26,14,14,0,0,0,21.0132,30,0.700441,1.15843,-0.784354,2.92531,1,good,"[32596,33899,40049,57712,57991,70411,116788,129085,138352,145463,185487,185491,193694,193696,]"
2981,243745,221|23|94|0|0,24,11,11,0,0,0,32.3658,27,1.19873,1.0812,-2.33282,2.9323,1,good,"[33600,39736,13763,9862,6568,110128,106450,102667,100459,96653,94247,]"
2980,243628,19|0|9|0|0,25,13,13,0,0,0,18.8192,32,0.5881,1.05496,-2.08361,2.9556,1,good,"[32244,33568,39855,57842,13747,9851,116532,110120,106440,106481,104267,100450,97794,]"
2979,243620,657|0|109|0|0,26,13,13,1,0,0,17.8546,28,0.637663,1.27045,0.0868608,2.99103,1,good,"[32537,33837,40027,57728,58016,70421,116833,128957,138164,184789,184793,193029,193032,]"
2978,243595,452|0|46|0|0,26,13,13,0,0,0,15.7828,27,0.584549,1.81147,-1.51742,2.99088,1,good,"[32324,33643,39910,57943,70334,116737,128879,112612,109026,176972,176983,176036,176043,]"
2977,243555,573|0|3|0|0,21,10,10,0,0,0,32.2958,27,1.19614,2.80271,-2.56221,2.98938,1,good,"[32344,33662,39749,11486,9892,6595,3880,106474,102687,98898,]"
2976,243536,158|0|10|0|0,30,15,15,0,0,0,34.2681,32,1.07088,1.07245,-1.47693,2.96415,1,good,"[32269,33593,39894,57931,70328,70456,116731,129049,138371,138257,112655,177009,177022,176095,176084,]"
2975,243510,151|0|50|0|0,29,17,17,0,0,0,38.4206,34,1.13002,1.04232,-0.138574,3.00472,1,good,"[32391,33719,39983,57714,57994,70401,116815,128938,138151,138047,145166,184763,184766,193127,193129,193004,193006,]"
2974,243468,241|0|26|0|0,26,13,13,0,0,0,26.7983,32,0.837447,1.25043,-2.33082,3.00387,1,good,"[32284,33605,39868,13765,9865,6571,110130,106451,102668,102580,100397,96603,94206,]"
2973,243337,490|0|26|0|0,27,12,12,0,0,0,13.1273,24,0.546972,1.68784,-1.54667,3.01054,1,good,"[34026,40017,57982,70387,116751,128893,138057,112614,176974,176985,176037,176044,]"
2972,243145,146|0|135|0|0,27,15,15,0,0,0,16.9624,31,0.547175,1.52267,-0.620692,3.01151,1,good,"[33716,39980,40533,57993,70524,117424,116789,129294,129086,138459,145520,185488,185492,193700,193704,]"
2971,243109,124|0|5|0|0,29,16,16,0,0,0,24.8994,31,0.803207,1.23745,-1.61663,3.01652,1,good,"[33714,39927,40483,57953,70463,117365,129240,111678,111706,109067,177007,177020,177039,177030,176093,176082,]"
2970,243042,294|0|113|0|0,22,11,11,0,0,0,18.5064,25,0.740254,1.87377,-1.1777,3.03958,1,good,"[33943,39996,40543,57975,70517,117411,129270,138441,145481,180548,180561,]"
2969,242927,400|0|23|0|0,21,11,11,0,0,0,44.3478,31,1.43057,1.21093,-2.98903,3.13127,1,good,"[33348,11557,8131,5336,3053,1404,1893,728,115,95254,92026,]"
2968,242908,34|0|22|0|0,24,13,13,0,0,0,14.4273,37,0.389926,3.21692,-2.98789,3.06594,1,good,"[33457,11502,8095,5309,3042,1866,1833,711,688,109,97,95213,92014,]"
2967,242645,399|0|38|0|0,27,14,14,0,0,0,14.3374,26,0.551438,1.1018,1.62008,2.86595,1,good,"[40273,57349,57621,70086,116332,128670,150477,155234,201353,201340,204496,204487,206714,206705,]"
2966,242509,359|0|55|0|0,29,16,16,0,0,0,31.3983,35,0.897095,2.02744,1.2187,2.83076,1,good,"[32948,39626,40200,57554,57827,70049,70205,116266,128829,138104,145269,145205,197864,197877,200513,200523,]"
2965,242421,293|25|227|0|0,30,16,16,0,0,0,25.9252,31,0.836296,2.1276,1.76514,2.8441,1,good,"[39688,40260,57615,70083,70233,116346,128869,150498,155291,159120,203406,203426,206751,206762,208963,208972,]"
2964,242303,455|48|566|0|0,26,14,14,0,0,0,23.3699,26,0.898842,1.67832,0.152724,2.72856,1,good,"[32712,39508,57483,70006,116205,128585,137962,145123,184961,184973,184797,184801,193240,193243,]"
2963,242157,7|0|27|0|0,26,1,7,6,0,0,23.4706,11,2.13369,1.01149,1.55843,2.91105,0.142857,fake,"[33341,116330,150464,201357,201335,204497,204482,]"
2962,242147,692|0|37|0|0,26,14,14,0,0,0,20.4401,29,0.70483,1.55286,0.129963,2.73733,1,good,"[33225,39661,57542,70014,70167,116234,128604,137966,145179,145124,184981,184988,193246,193249,]"
2961,242131,369|0|68|0|0,29,2,7,7,0,0,19.2106,11,1.74642,1.34208,1.872,2.91803,0.285714,fake,"[34168,116343,128692,205468,205483,208935,208945,]"
2960,242066,293|0|163|0|0,32,15,16,1,0,0,52.0576,32,1.6268,1.09539,1.75141,2.73387,0.9375,good,"[32916,39687,57345,69940,70082,116329,128679,150497,155257,159086,159119,203405,203429,206761,208962,208971,]"
2959,242026,545|0|53|0|0,30,2,7,9,0,0,32.1423,10,3.21423,1.18898,1.65378,2.72827,0.285714,fake,"[33017,116326,201418,203412,203424,206755,206766,]"
2958,242003,289|0|68|0|0,24,11,11,0,0,0,17.8823,27,0.662307,1.77436,2.253,2.88173,1,good,"[32048,39826,78885,82240,85025,148967,152597,156398,161831,165498,169887,]"
2957,241964,485|0|79|0|0,27,15,15,0,0,0,18.5865,29,0.640914,1.98448,0.91126,2.75252,1,good,"[32993,39570,57536,70028,70180,116246,128620,137978,145134,185029,185034,184851,184854,193279,193280,]"
2956,241586,627|0|7|0|0,24,12,12,0,0,0,19.7294,23,0.857801,1.55165,1.17042,2.82829,1,good,"[39713,57336,70074,116301,128659,128452,137899,145042,197801,197785,200463,200447,]"
2955,241510,388|0|21|0|0,26,14,14,0,0,0,31.8998,28,1.13928,1.45394,0.804109,2.67292,1,good,"[32959,39564,57266,70012,115929,128619,128421,137974,137874,145130,184842,184848,193266,193267,]"
2954,241498,485|0|78|0|0,26,13,13,0,0,0,14.5071,27,0.5373,1.73956,1.25831,2.83757,1,good,"[32992,39640,40212,57559,70053,116295,128648,137893,145041,197811,197824,200462,200446,]"
2953,241484,199|0|29|0|0,23,12,12,0,0,0,21.5695,27,0.79887,1.12731,0.969868,2.8493,1,good,"[32871,39547,40126,57523,70173,116259,128630,128429,137881,144957,184523,184529,]"
2952,241462,362|0|50|0|0,26,13,13,0,0,0,14.6966,26,0.565256,1.12779,1.43081,2.67128,1,good,"[33157,39695,57077,69925,116315,115986,128665,138010,151500,199496,199483,202475,202468,]"
2951,240976,289|0|181|0|0,25,12,12,0,0,0,22.915,30,0.763834,1.06509,2.28201,2.78777,1,good,"[32049,39262,76598,78835,82199,84977,148874,152506,156308,161832,165499,169888,]"
2950,240319,601|0|22|0|0,22,12,12,0,0,0,42.5262,33,1.28867,1.20389,2.75634,2.77819,1,good,"[76639,76548,80485,80428,83729,83693,87273,89095,90503,160192,164032,167581,]"
2949,240105,126|0|154|0|0,20,8,9,0,0,0,26.6081,25,1.06432,1.01441,2.7717,2.81405,0.888889,good,"[32028,76581,80448,83706,87243,89070,90485,160162,164022,]"
2948,240011,165|0|77|0|0,25,12,12,0,0,0,44.8432,30,1.49477,1.76066,2.29803,2.79905,1,good,"[33258,39227,39796,78822,82186,84968,148865,152496,156301,161824,165491,169841,]"
2947,239980,165|0|76|0|0,35,2,7,13,0,0,25.9268,10,2.59268,1.46079,1.82396,2.78906,0.285714,fake,"[32568,128872,203400,203389,203370,205522,208963,]"
2946,239906,19|0|60|0|0,28,16,16,0,0,0,27.6031,32,0.862596,1.31924,0.987463,2.85713,1,good,"[32559,39528,40104,57515,57785,70168,116235,128613,137879,145028,184697,184700,184519,184525,192965,192863,]"
2945,239770,187|0|154|0|0,25,12,12,0,0,0,21.3804,30,0.712681,3.57531,2.32611,2.85024,1,good,"[33265,39257,39822,78827,82191,84971,148867,152499,156303,161828,165492,169844,]"
2944,239732,596|0|18|0|0,26,12,13,0,0,0,24.5877,27,0.910655,1.87772,1.06641,2.84877,0.923077,good,"[32749,39578,40159,57809,70326,116277,128816,138088,145262,185039,185044,198734,198751,]"
2943,239703,116|0|51|0|0,24,11,11,0,0,0,31.3798,25,1.25519,1.07794,1.32436,2.84088,1,good,"[32839,39595,40180,57820,70211,116624,116283,128833,138204,200539,200530,]"
2942,239680,681|0|29|0|0,25,12,12,0,0,0,33.7413,30,1.12471,3.40741,2.37512,2.85711,1,good,"[33221,39247,39816,78858,82221,85001,148900,152528,156331,161850,165510,169858,]"
