track_id,seed_id,particleId,nStates,nMajorityHits,nMeasurements,nOutliers,nHoles,nSharedHits,chi2,ndf,chi2/ndf,pT,eta,phi,truthMatchProbability,good/duplicate/fake,Hits_ID
3030,243709,87|0|66|0|0,27,14,14,1,0,0,26.2578,27,0.972513,1.03077,0.565939,3.08799,1,good,"[32639,39030,55950,68158,112537,124552,133620,133541,140470,179265,179270,187749,187653,187656,]"
3029,243696,69|0|11|0|0,26,13,13,0,0,0,24.2499,27,0.898146,1.76308,1.36082,3.07343,1,good,"[32881,38590,39157,55792,68079,112611,124597,133654,146873,194227,194218,197044,197039,]"
3028,243662,682|0|38|0|0,27,14,14,1,0,0,20.4617,27,0.75784,1.88958,0.150316,2.95444,1,good,"[32861,38519,55703,67899,112534,112245,124398,133535,140411,179241,179245,187729,187636,187640,]"
3027,243653,321|0|35|0|0,25,13,13,0,0,0,38.4698,27,1.42481,1.99717,0.526086,3.04026,1,good,"[32729,38554,39123,55985,68161,113141,124722,133807,140747,179854,179860,188292,188295,]"
3026,243333,204|0|100|0|0,24,11,11,0,0,0,33.6815,26,1.29544,2.03292,1.3028,2.97714,1,good,"[31613,32921,38546,55520,55799,67955,112598,124442,133569,195184,195181,]"
3025,243319,223|0|86|0|0,19,7,8,1,0,0,24.9634,23,1.08536,1.00681,2.55764,2.99818,0.875,good,"[31802,33075,38181,74142,79837,82612,84809,151703,]"
3024,243219,333|23|226|0|0,30,2,7,8,0,0,41.3703,12,3.44753,2.06223,1.88406,3.12823,0.285714,fake,"[32402,68091,145919,200098,200111,203455,203463,]"
3023,243057,382|0|33|0|0,28,12,12,2,0,0,39.0018,32,1.21881,1.30575,2.53325,2.89334,1,good,"[30663,31904,38203,74153,78034,79845,82617,84814,147961,151698,155475,163903,]"
3022,243035,139|0|59|0|0,24,11,11,0,0,0,25.0012,29,0.86211,1.3492,2.6846,3.13128,1,good,"[31879,74205,78068,81355,82662,84853,86619,151732,155464,159240,163895,]"
3021,242879,338|0|7|0|0,27,12,12,1,0,0,42.126,33,1.27655,1.81268,2.62666,3.053,1,good,"[33087,38202,38783,74234,78086,79902,82675,84869,86631,155522,159290,163901,]"
3020,242092,338|0|120|0|0,23,10,10,0,0,0,21.2536,27,0.787171,1.21425,2.8251,3.04428,1,good,"[31900,74235,78087,81368,84870,86632,88026,155523,159291,162792,]"
3019,241971,658|0|9|0|0,26,12,12,0,0,0,33.5874,31,1.08347,1.09051,2.57817,3.00495,1,good,"[33136,38194,38769,74284,79876,82651,84841,148022,151768,155540,160741,163916,]"
3018,241960,613|0|204|0|0,29,16,16,0,0,0,18.8186,33,0.57026,1.65002,1.09917,3.01196,1,good,"[32836,38578,39147,56018,68076,113168,112588,124745,124589,133823,133730,140755,179897,179900,193506,193503,]"
3017,241845,673|0|73|0|0,27,15,15,0,0,0,30.3756,32,0.949237,1.52978,0.816459,3.05456,1,good,"[32854,38518,39089,55999,68036,68167,112569,124577,133630,140539,140483,179444,179450,187769,187776,]"
3016,241759,175|0|96|0|0,32,2,7,10,0,0,36.6019,11,3.32745,1.04995,1.76128,3.04273,0.285714,fake,"[32871,113226,149584,198005,198017,203488,203492,]"
3015,241725,188|0|10|0|0,26,13,13,0,0,0,24.8402,31,0.801296,1.66495,2.13283,3.04418,1,good,"[33070,38146,38723,76496,79895,113257,144387,147994,153279,157077,157045,161874,165029,]"
3014,241665,549|0|152|0|0,27,14,14,0,0,0,28.126,30,0.937532,1.85678,1.24284,3.053,1,good,"[32815,38571,39141,56014,56249,68075,113186,124754,133827,140758,192738,192732,195225,195233,]"
3013,241647,75|0|25|0|0,27,12,13,0,0,0,13.9523,26,0.536626,1.00858,1.53406,3.08773,0.923077,good,"[32883,39158,55812,68095,112626,124615,124456,146874,150554,195999,195992,199063,199071,]"
3012,241624,175|0|22|0|0,25,12,12,0,0,0,20.9523,25,0.838092,1.24987,1.15659,3.08499,1,good,"[32672,39039,55977,68172,112574,124580,133636,140547,140491,179477,193484,193478,]"
3011,241612,681|0|93|0|0,27,14,14,0,0,0,48.2739,30,1.60913,1.34606,1.4679,3.056,1,good,"[32857,39151,56021,56254,68086,68211,113203,124773,133833,146901,194279,194288,197082,197088,]"
3010,241576,607|0|21|0|0,30,16,16,0,0,0,25.5121,31,0.82297,1.74554,1.5331,3.0897,1,good,"[33019,39189,55811,56058,68093,112622,124613,133667,146883,150597,196012,196021,196004,195996,199088,199079,]"
3009,241571,318|0|186|0|0,25,13,13,0,0,0,25.0722,27,0.928601,1.62913,0.255642,3.0904,1,good,"[32727,39051,55952,56188,68150,112543,124545,133607,140528,179393,179398,187831,187834,]"
3008,241534,218|0|147|0|0,26,14,14,0,0,0,15.3595,26,0.590748,1.33317,0.482035,3.09435,1,good,"[32689,39044,56218,68159,112541,124556,133612,140531,179405,179412,187840,187845,187750,187754,]"
3007,241452,483|0|29|0|0,27,12,12,0,0,0,24.2956,31,0.78373,1.0616,2.39095,3.10826,1,good,"[31916,38791,74257,79911,82686,84823,84883,147971,151708,155485,160675,163843,]"
3006,241439,9|0|7|0|0,28,16,16,0,0,0,11.956,31,0.385678,1.06659,0.927858,3.11134,1,good,"[32613,39092,56000,56233,68169,112570,124578,133631,140541,140486,179451,179453,179308,179311,187779,187781,]"
3005,241330,546|0|37|0|0,26,10,12,1,0,0,71.6436,25,2.86574,1.02127,1.05804,3.08623,0.833333,good,"[32812,39140,56248,68200,113166,124920,124742,134011,140849,180127,193527,193521,]"
3004,241240,44|0|31|0|0,27,13,13,0,0,0,28.7682,33,0.871762,1.55817,2.3473,2.9048,1,good,"[30634,31871,38171,74122,76428,79817,82595,147946,151684,156983,160661,160721,165011,]"
3003,241215,167|0|10|0|0,24,12,12,0,0,0,15.0677,24,0.62782,1.36735,-0.367416,3.10081,1,good,"[32670,39038,56185,68269,113100,124851,134055,140870,180023,180027,188408,188411,]"
3002,241213,208|0|65|0|0,27,15,15,0,0,0,35.9651,32,1.12391,1.24952,0.60838,2.90322,1,good,"[31414,32686,38548,55717,67911,68042,112557,124568,133713,133622,140700,179853,179859,188229,188232,]"
3001,241194,139|0|60|0|0,25,12,12,0,0,0,24.6875,29,0.851292,1.51538,2.20908,2.90538,1,good,"[31790,33060,38144,76438,79827,144343,147952,153225,153278,157043,161853,165013,]"
3000,241182,404|0|119|0|0,25,4,8,3,0,0,5.06116,14,0.361511,1.69578,1.36326,2.93132,0.5,good,"[32791,112315,124429,124278,133490,194196,194207,197012,]"
2999,241131,244|0|7|0|0,24,12,12,0,0,0,37.3829,25,1.49532,1.36891,0.788422,3.13457,1,good,"[32699,39112,56220,68174,68298,113137,124569,133722,179440,179446,187870,187874,]"
2998,241105,288|0|38|0|0,27,14,14,0,0,0,28.0586,29,0.967539,1.11553,1.05763,-3.14134,1,good,"[32715,39117,56238,68074,68193,113159,112579,124583,133637,140549,179479,179487,193485,193479,]"
2997,241089,82|0|340|0|0,32,17,17,0,0,0,25.6924,32,0.802886,1.11404,1.78307,2.94392,1,good,"[31109,32375,38464,55732,67819,112346,124291,145840,150555,154350,197922,197931,201239,201244,201230,201222,203423,]"
2996,241054,527|0|85|0|0,25,12,12,0,0,0,28.5715,30,0.952385,3.85314,2.37936,2.92019,1,good,"[31835,33113,38158,76466,79859,82631,144366,147976,151712,157000,160679,165021,]"
2995,241005,495|0|21|0|0,25,13,13,0,0,0,50.0505,36,1.39029,1.34065,2.76818,2.91664,1,good,"[31830,31918,38205,74168,78044,81338,82627,84824,86594,88007,155487,159264,162765,]"
2994,240957,357|0|111|0|0,27,15,15,0,0,0,22.4844,29,0.775324,1.07197,0.590327,-3.13611,1,good,"[32746,39058,56192,68162,68287,113125,124560,133624,140535,179420,179426,187854,187861,187758,187761,]"
2993,240753,218|0|60|0|0,24,11,11,0,0,0,10.8272,24,0.451134,1.07004,1.30229,2.92374,1,good,"[31416,38549,55743,56009,67956,112600,124603,133740,192730,195213,195207,]"
2992,240682,333|0|177|0|0,30,18,18,0,0,0,45.5234,36,1.26454,1.85826,-0.1817,2.9374,1,good,"[31650,32949,38555,55685,55953,68019,112522,124535,133705,133605,140690,140581,179662,179667,188269,188272,188107,188110,]"
2991,240621,395|0|4|0|0,28,14,14,0,0,0,20.3838,28,0.727994,1.06302,1.65767,2.93928,1,good,"[31671,32966,38619,55526,67962,112631,124620,145920,150613,196032,197995,197985,201298,201301,]"
2990,240588,1|2|173|0|0,28,16,16,0,0,0,27.2107,34,0.800316,7.10231,0.488495,2.96121,1,good,"[31325,32602,38456,55706,55972,68026,112535,124550,124399,133618,140584,140530,179585,179587,187952,187957,]"
2989,240523,602|0|153|0|0,27,14,14,0,0,0,45.5678,31,1.46993,1.00187,1.10861,2.9947,1,good,"[32833,38577,55757,56017,67816,67950,112587,112300,124433,133476,140373,179188,193469,193476,]"
2988,240516,373|0|21|0|0,29,14,15,0,0,0,23.474,29,0.809448,1.04633,1.62666,2.95601,0.933333,good,"[31663,32958,38617,55804,67961,112630,124619,145918,150611,196047,196031,199127,199138,201296,201300,]"
2987,240498,62|0|20|0|0,26,13,13,0,0,0,24.2424,32,0.757576,1.92998,2.08952,2.96533,1,good,"[31777,33051,38141,55838,76429,79818,112683,144338,147949,153273,157038,161872,161851,]"
2986,240436,690|0|29|0|0,29,16,17,0,0,0,33.5155,34,0.985749,1.04996,0.581444,2.96437,0.941176,good,"[31553,32863,38520,55969,68037,68168,112551,124566,133810,133721,140750,179965,179968,188376,188378,188294,188297,]"
2985,240429,460|0|2|0|0,25,13,13,0,0,0,9.47069,26,0.364257,1.1528,0.590149,2.96607,1,good,"[32781,38501,55990,68033,112563,124563,133809,133718,140749,179856,179862,188293,188296,]"
2984,240391,441|0|57|0|0,25,7,8,3,0,0,8.35918,17,0.491717,1.02653,2.17993,3.016,0.875,good,"[32954,112689,144357,147887,153235,156995,161829,164983,]"
2983,240334,338|0|64|0|0,25,13,13,0,0,0,27.9617,26,1.07545,2.33442,0.92025,3.01814,1,good,"[32742,38486,55986,68044,112559,124572,124413,133632,140540,179452,179454,187894,187896,]"
2982,240298,673|0|161|0|0,24,5,9,1,0,0,29.802,19,1.56853,1.0706,1.34189,3.0315,0.555556,good,"[32855,38582,56020,67951,112610,124437,194200,194211,197013,]"
2981,240286,548|0|214|0|0,26,9,9,3,0,0,34.4525,20,1.72262,2.11278,1.87062,3.02481,1,good,"[32814,38630,55825,67970,112646,124643,124476,200092,200076,]"
2980,240089,407|0|17|0|0,30,14,14,1,0,0,24.4695,36,0.67971,1.28533,2.43618,3.02722,1,good,"[33094,38186,38759,74244,76456,76508,79850,79906,148007,151754,155527,160761,160734,163941,]"
2979,239968,505|0|126|0|0,30,17,17,0,0,0,36.9359,33,1.11927,1.14264,1.16906,3.07539,1,good,"[32518,38507,39076,55994,68177,112581,124586,124421,133640,133557,140493,179328,179333,193468,193475,193488,193481,]"
2978,239879,470|0|10|0|0,23,11,11,0,0,0,11.1374,31,0.35927,1.16516,2.97502,2.97162,1,good,"[30710,31966,74166,78042,81337,83996,86592,88006,88879,159183,162720,]"
2977,239780,648|36|131|0|0,28,2,7,7,0,0,58.6604,13,4.51234,1.33673,-1.9938,3.09196,0.285714,fake,"[32844,55881,112704,104498,167911,165935,165943,]"
2976,239746,294|0|108|0|0,25,13,13,0,0,0,14.8186,27,0.548838,1.23009,0.486781,3.09952,1,good,"[32455,38983,55942,56167,68149,112521,124544,133614,140527,179401,179402,187739,187744,]"
2975,239523,147|0|26|0|0,26,14,14,0,0,0,15.6491,28,0.558898,1.67971,-0.123425,3.1126,1,good,"[32393,38953,56159,68143,113364,112790,124682,133782,133692,140624,179541,179546,187919,187924,]"
2974,239491,156|0|18|0|0,30,12,13,3,0,0,33.4797,21,1.59427,1.07875,-1.79084,3.11673,0.923077,good,"[32219,113269,112698,124521,107927,104496,102077,169900,169912,167908,167919,166991,167002,]"
2973,239362,510|0|62|0|0,29,17,17,0,0,0,32.4939,33,0.984662,2.93053,0.0327706,3.12067,1,good,"[32525,38995,56171,68145,68264,113111,124710,124537,133706,140692,140582,179563,179565,188039,188040,187939,187942,]"
2972,239357,125|0|51|0|0,25,14,14,0,0,0,16.1287,28,0.576027,1.33201,-0.183697,3.13468,1,good,"[38950,56156,68133,68248,113363,124681,133781,133691,140621,140567,179531,179535,187918,187922,]"
2971,239079,279|0|29|0|0,26,13,13,0,0,0,22.5698,27,0.83592,2.39534,-1.25823,3.0074,1,good,"[32710,38413,55911,67997,68122,112759,124655,133759,140688,175260,175267,174444,174451,]"
2970,239015,16|0|103|0|0,27,14,15,0,0,0,27.8077,31,0.897023,1.66319,-0.995669,3.00871,0.933333,good,"[32618,38461,39024,55932,68132,113339,112780,124664,133851,133764,140767,179887,179891,188273,188276,]"
2969,238722,208|0|23|0|0,27,13,13,1,0,0,13.358,25,0.534322,1.14775,-1.26805,3.08943,1,good,"[32423,38963,55907,68117,112740,124652,133669,140460,175224,175233,174412,174418,174393,]"
2968,238636,681|0|32|0|0,28,16,16,0,0,0,23.4222,32,0.731944,1.74391,-0.0641018,2.96661,1,good,"[31314,32579,38451,55674,67884,68015,112532,124391,133601,140459,179371,179374,187810,187812,187698,187702,]"
2967,238594,338|0|85|0|0,31,1,7,9,0,0,35.9812,11,3.27102,1.04152,-1.79067,2.90947,0.142857,fake,"[32508,112719,105531,169949,169964,167055,167049,]"
2966,238589,150|0|132|0|0,27,14,14,1,0,0,28.0399,28,1.00143,1.00669,-0.447803,3.10496,1,good,"[32395,38906,55906,56130,68134,112773,124675,133686,140514,179351,179355,187793,187797,187685,]"
2965,238422,664|0|150|0|0,27,14,14,0,0,0,43.6639,34,1.28423,1.13452,-2.16228,2.99698,1,good,"[31309,32344,38276,55503,55788,13004,112503,106528,106456,103051,101037,97469,94976,91614,]"
2964,238377,338|0|32|0|0,26,13,13,0,0,0,44.3175,35,1.26621,1.35467,-2.69738,3.08697,1,good,"[32050,10906,7683,6198,6151,3635,3592,1757,1717,99558,96053,92629,90594,]"
2963,237982,692|0|1|0|0,23,10,10,0,0,0,36.5349,27,1.35314,3.28483,-2.77027,3.13549,1,good,"[32012,10945,7711,5050,3655,1772,712,96104,92680,89600,]"
2962,237838,642|0|21|0|0,25,13,13,0,0,0,31.4774,36,0.874371,1.85277,-2.85053,2.94005,1,good,"[30760,31869,10858,7653,5014,2849,3611,1736,690,135,95982,92573,89540,]"
2961,237785,682|0|75|0|0,25,12,12,0,0,0,26.8308,32,0.838461,1.06172,-2.67352,2.97932,1,good,"[30825,32088,38082,10861,7655,6173,3614,1739,99493,95984,92577,90548,]"
2960,237720,272|0|103|0|0,23,11,11,0,0,0,19.8617,30,0.662056,1.01828,-2.87284,3.00025,1,good,"[32041,10895,10822,7674,5027,3587,1713,676,96086,92661,89586,]"
2959,237333,394|0|64|0|0,31,2,7,9,0,0,34.3716,11,3.12469,1.27061,-1.7891,3.08726,0.285714,fake,"[32809,112708,102049,169898,169914,166985,166979,]"
2958,237275,395|0|40|0|0,21,8,10,0,0,0,18.6019,23,0.808778,1.81614,-1.35649,3.06355,0.8,good,"[32480,38363,38924,55900,68109,112745,124649,133660,173540,173551,]"
2957,237180,376|0|17|0|0,26,14,14,0,0,0,26.1933,28,0.935476,1.02931,0.37579,3.08678,1,good,"[32272,38921,55917,68144,112524,124536,124387,133609,133533,140467,179247,179254,187641,187642,]"
2956,237167,495|26|124|0|0,27,15,15,0,0,0,14.9626,28,0.534379,1.04438,0.439994,3.08775,1,good,"[32509,38993,55962,68155,112548,124548,133615,133540,140469,179260,179263,187741,187746,187646,187650,]"
2955,237145,281|0|24|0|0,27,14,14,0,0,0,35.6608,30,1.18869,1.09273,-1.3836,3.05133,1,good,"[32246,38868,55873,56110,68106,68229,113297,124798,133986,108871,173600,173594,172797,172791,]"
2954,237126,97|0|10|0|0,24,11,11,0,0,0,16.1156,27,0.596874,1.3372,-2.13267,3.08699,1,good,"[32195,38826,55761,13016,12961,112495,106496,103093,101018,97444,95003,]"
2953,236969,663|0|71|0|0,26,11,11,0,0,0,13.2925,27,0.492316,1.32484,-2.49455,3.10509,1,good,"[32341,38818,13052,9326,6216,103121,99574,96068,93981,90605,90544,]"
2952,236963,318|0|52|0|0,22,11,11,0,0,0,19.4444,25,0.777777,3.47545,-0.983201,3.08759,1,good,"[32461,38919,56136,68123,68239,113327,124825,133854,140765,179833,179835,]"
2951,236892,682|0|84|0|0,26,13,13,1,0,0,15.794,27,0.584961,1.8592,-0.690428,3.12528,1,good,"[32583,39018,56149,68140,68258,113360,124680,133777,140618,179628,179635,187994,187998,]"
2950,236840,416|0|32|0|0,26,14,14,0,0,0,31.5519,29,1.088,2.49641,0.0299698,2.92961,1,good,"[31224,32491,38433,55669,67879,112526,112239,124388,133528,140406,179235,179236,187716,187718,]"
2949,236794,159|0|92|0|0,29,2,7,8,0,0,31.801,13,2.44623,2.13392,-2.0788,2.92729,0.285714,fake,"[30993,38258,112512,101071,165992,165966,165948,]"
2948,236723,131|0|28|0|0,28,16,16,0,0,0,22.1575,30,0.738582,3.75384,-0.193272,2.94077,1,good,"[31120,32387,38400,55637,67866,112789,124514,133600,140515,179532,179536,179366,179368,187923,187805,187808,]"
2947,236675,236|0|65|0|0,25,11,12,0,0,0,26.1385,24,1.0891,1.27888,-1.29268,3.12251,0.916667,good,"[32431,38969,56133,68233,113311,125006,134032,140824,175287,175274,174470,174483,]"
2946,236656,33|0|106|0|0,26,12,12,0,0,0,18.1256,30,0.604187,1.76455,-2.30185,-3.13351,1,good,"[32019,38662,10871,13011,9288,6180,106534,103126,99579,97504,93960,91633,]"
2945,236635,294|0|10|0|0,27,15,15,0,0,0,30.735,31,0.991451,1.15027,0.0870584,2.96417,1,good,"[30991,32249,38358,55641,67874,112793,112480,124516,124359,133442,140348,179101,179107,187551,187556,]"
2944,236621,574|0|97|0|0,27,13,13,0,0,0,23.511,27,0.870778,1.0528,-1.5554,2.93074,1,good,"[31062,32320,38322,55612,67938,112724,124637,108860,105524,171903,171913,171073,171068,]"
2943,236607,664|0|63|0|0,28,14,14,0,0,0,31.6943,37,0.856602,1.9037,-2.691,2.96474,1,good,"[30920,32172,38099,10859,7654,9282,6172,3613,1738,99575,96070,95983,92575,90546,]"
2942,236556,500|0|26|0|0,32,16,17,0,0,0,35.4152,34,1.04162,1.37285,-1.80636,2.94092,0.941176,good,"[31248,32513,38374,55610,55879,67937,112721,124528,107935,105508,102095,169953,169965,167959,167972,167035,167045,]"
2941,236544,644|0|113|0|0,29,15,15,0,0,0,22.0334,33,0.66768,1.802,-1.70942,2.96949,1,good,"[31304,32572,38388,55614,55884,67801,67939,112726,124471,107888,105479,169908,169920,169028,169017,]"
2940,236494,293|0|70|0|0,29,16,16,0,0,0,25.4144,35,0.726126,1.07774,-1.12241,2.98138,1,good,"[31182,32454,38357,55640,55913,67857,67987,112762,112452,124494,133500,140374,179083,179087,176051,176046,]"
2939,236451,142|0|48|0|0,31,17,17,0,0,0,28.5036,35,0.814388,1.2558,-1.63774,2.98491,1,good,"[30952,32205,38286,55579,55854,67789,67920,112711,124465,107872,105465,171822,171806,169891,169883,169020,169009,]"
2938,236309,505|0|72|0|0,25,13,13,0,0,0,21.1737,27,0.784212,1.59429,-0.833333,2.99949,1,good,"[31046,32298,38317,55903,67989,112764,124497,133588,140504,179318,179323,187704,187707,]"
2937,236250,548|0|152|0|0,26,13,14,0,0,0,14.3327,26,0.551259,2.18567,-0.769418,3.00594,0.928571,good,"[32312,38380,55904,68003,112766,124504,133684,140507,179493,179497,187888,187821,187711,187712,]"
2936,236196,18|0|1|0|0,26,13,13,0,0,0,18.1164,31,0.584399,1.30464,-2.12791,2.98737,1,good,"[30928,32180,38243,55759,12958,113078,112494,106493,106532,103123,101061,97502,95014,]"
2935,236183,408|0|24|0|0,29,16,17,0,0,0,39.7088,33,1.2033,1.13239,-0.549326,2.98753,0.941176,good,"[31022,32279,38367,55920,68127,113339,112780,124842,124669,133866,140772,180005,180010,188396,188401,188322,188324,]"
2934,236144,133|0|80|0|0,30,2,7,9,0,0,38.3181,11,3.48346,1.19841,-1.99543,3.01328,0.285714,fake,"[31495,113267,107926,167993,167978,166016,166006,]"
2933,236134,681|0|33|0|0,27,15,15,0,0,0,29.4129,29,1.01424,1.15212,-0.094304,2.99647,1,good,"[32580,38452,55948,68147,113113,112533,124858,124688,133881,140780,180031,180033,188419,188423,188339,]"
2932,236104,359|0|6|0|0,25,12,12,0,0,0,11.1403,24,0.464181,1.42929,-1.56506,3.03222,1,good,"[32264,38260,55860,67923,112718,124468,107880,105473,171844,171861,170992,171008,]"
2931,236026,156|0|15|0|0,26,11,12,1,0,0,25.6612,27,0.950414,2.24425,-1.35202,3.03708,0.916667,good,"[32401,38346,38907,55894,67976,68104,112739,124648,133659,173539,172748,172754,]"
2930,235990,133|0|79|0|0,22,8,9,0,0,0,31.583,22,1.43559,1.05542,-1.33712,3.01321,0.888889,good,"[32390,38345,38904,55893,68116,113307,124802,133835,174467,]"
2929,235984,338|29|293|0|0,25,13,13,0,0,0,16.9728,27,0.628622,1.0934,-0.886592,3.01912,1,good,"[32466,38361,38920,55915,68125,113330,124835,133855,140811,179989,179994,188346,188354,]"
2928,235968,620|0|4|0|0,29,14,14,0,0,0,30.363,29,1.047,1.00652,-1.8635,3.05986,1,good,"[32169,38237,38817,55774,12999,112678,106525,104511,102052,98521,167917,167927,166989,166982,]"
2927,235912,236|44|535|0|0,27,15,15,0,0,0,20.3182,29,0.700626,1.56371,-0.876745,3.06323,1,good,"[32696,38408,38970,55939,68137,112777,124666,133680,140557,179492,179495,187817,187820,187710,187713,]"
2926,235752,318|0|47|0|0,22,10,10,0,0,0,32.4947,28,1.16053,1.02975,-2.94948,3.06502,1,good,"[31996,10901,7679,5030,2857,1754,700,140,92663,89587,]"
2925,235727,408|0|428|0|0,25,10,11,0,0,0,26.7717,28,0.956131,1.08024,2.4364,2.93319,0.909091,good,"[32972,38152,76457,79851,82623,82576,147884,151613,155394,156966,160655,]"
2924,235339,150|0|173|0|0,26,14,14,0,0,0,20.7215,29,0.714536,1.62481,0.634946,2.87256,1,good,"[31129,37865,38402,55681,67763,112252,124228,133455,133355,140358,179144,179149,187574,187577,]"
2923,235202,220|0|95|0|0,31,5,8,8,0,0,50.1588,13,3.85837,1.28089,1.91985,2.70047,0.625,good,"[31288,112373,112063,158163,200087,200071,203447,203438,]"
2922,235184,406|0|69|0|0,27,15,15,0,0,0,29.324,29,1.01117,1.8056,0.707342,2.88184,1,good,"[31221,38431,55668,67769,67892,112261,124236,133458,140360,179146,179150,187654,187657,187575,187578,]"
2921,235163,1|2|38|0|0,26,14,14,0,0,0,22.9957,29,0.792957,2.56739,0.810547,2.87777,1,good,"[31324,38523,55705,67780,67907,112268,124239,133463,140426,140368,179299,179304,187668,187673,]"
2920,235048,441|0|56|0|0,26,13,13,0,0,0,29.4553,26,1.13289,2.55059,1.22472,2.8655,1,good,"[31230,38499,55720,67913,112580,112299,124430,133564,140551,192716,192725,195191,195201,]"
2919,235027,140|0|114|0|0,26,13,13,0,0,0,31.7454,27,1.17576,1.4922,1.07166,2.90321,1,good,"[31589,32897,38598,55735,67804,112308,124259,133472,140372,179186,179190,193465,193472,]"
2918,235007,174|0|54|0|0,24,12,12,0,0,0,26.2339,24,1.09308,1.96995,0.817954,2.74256,1,good,"[31402,37920,55442,67648,112273,124243,133466,140420,179300,179305,187869,187873,]"
2917,234875,1|2|350|0|0,27,15,15,0,0,0,17.5888,31,0.56738,3.07295,0.459153,2.90491,1,good,"[31329,32605,38458,55708,67901,112247,124400,124226,133536,133452,140413,179264,179269,187748,187753,]"
2916,234851,163|0|19|0|0,29,16,16,0,0,0,49.704,31,1.60335,1.1424,1.73503,2.92775,1,good,"[31599,32905,38114,55543,67837,112361,124304,145843,150558,154352,197924,197933,201240,201245,201232,201224,]"
2915,234848,333|0|174|0|0,25,12,13,0,0,0,23.2956,27,0.862799,1.12165,-0.551583,2.92633,0.923077,good,"[31445,32735,38483,55684,67875,112482,124360,133518,140393,179213,179218,187614,187618,]"
2914,234792,1|2|351|0|0,26,14,14,0,0,0,25.3905,28,0.906805,2.22322,0.568914,2.76505,1,good,"[31330,37907,55433,67644,67774,112270,124227,133454,140416,179424,179274,179283,187849,187856,]"
2913,234673,607|0|73|0|0,30,5,8,8,0,0,33.8295,15,2.2553,1.1917,1.96419,2.95355,0.625,good,"[31549,55541,144276,149508,149491,200047,200063,202264,]"
2912,234658,244|0|88|0|0,28,15,15,0,0,0,28.6248,28,1.02231,1.08595,1.06197,2.75904,1,good,"[31425,37983,55466,67680,112296,124420,124255,133556,140548,179615,179617,179478,179486,193494,193499,]"
2911,234388,9|0|86|0|0,26,13,13,0,0,0,19.0976,26,0.734525,1.91039,1.04203,2.806,1,good,"[31333,37962,55460,67677,112289,124417,124252,133554,140488,179475,179482,193492,193497,]"
2910,234378,615|0|77|0|0,27,15,15,0,0,0,11.0536,29,0.381159,3.93918,0.744227,2.83406,1,good,"[31742,38007,38579,55475,67785,112287,124251,133469,140367,179303,179307,179162,179170,187664,187667,]"
